,Title,Course,Task2.1,Post_text,Categories,Instr_text
150,Anthony d'Offay Interview,warhol-001,1,"This was really fascinating - thanks for posting. For me it was really interesting to get an insight into how Warhol worked with dealers/gallerists. I was quite surprised that he asked d'Offay what it was he wanted, then less surprised when he subverted that to what worked for him and what ultimately worked for d'Offay too. A great anecdote!
",social,"Thanks, Victoria - really glad you enjoyed the video! There's much more Anthony d'Offay to come next week - this video acts as a kind of teaser. Good point. In fact, many contemporary artists have teams of assistants and makers working for them to help in the fabrication of their art, but this is rarely discussed. The reputation of so many artists relies on the unseen (and often unacknowledged) labour of a group of employees. But does this matter? Is it the idea - rather than its execution - which is of importance? 
"
151,Andy's Alternative Cinema,warhol-001,1," Of course we call Andy's filmmaking alternate. But that almost doesn't put a fine enough point on it. The history of media is the repeating story of wild, game changing, Utopian dreaming, innovation, that is colonized and domesticated to... well... to present the banal culture Andy celebrated in the pursuit of selling the products he immortalized: Coca Cola, Soap, etc. About already enslaved media like Radio, Film & Television we can ponder ""what if?"" About The Internet, currently under the lash, but not yet completely domesticated, we can battle over Net Neutrality. Andy may have idolized celebrity, but his filmmaking was about as un-Hollywood as one can imagine. What would our world, our media, and our culture be like in some alternate reality where ""Hollywood Filmmaking"" never really took hold, and style was dominated by ""Warhol Filmmaking""? When I look back at the Screen Tests of half a century ago I see Andy prefiguring aesthetic pursuits ranging from Bill Viola's oeuvre to Marina Abramovic's The Artist is Present. We often think of Andy as pop superficiality, yet the Screen Tests offer an intensity of lived presence that Hollywood Filmmaking doesn't dare consider. 
",elaborates,"Thanks, Edie. This is a really interesting argument. But I think we need to acknowledge that Warhol was in thrall to Hollywood. And I wonder to what extent we can only understand his cinema as a riposte or challenge to the norms that had been established by Hollywood?Well, it's certainly true that his films were often collaborative ventures - with particular writers (Chuck Wein, Ronald Tavel), for instance. But Warhol was responsible for making almost all of his films. Only towards the end of his productive period of filmmaking - around 1967-8 - did he start to entrust direction to Paul Morrissey, who had been working with him on his films for a while by that point. If you can remember where you heard that other artists had a hand in Warhol's films, we could work through those claims in this thread!"
152,The Work of Art in the Age of Mechanical Reproduction,warhol-001,1,"Walter Benjamin's seminal ""The Work of Art in the Age of Mechanical Reproduction"" (1936) discusses the change in the way people see works of art once they are surrounded by copies. I have always thought it telling that he speaks in terms of power--the authority of the original ( its aura) is dependent on our perception of it as singular but also on some ineffable unreproducible uniqueness. This may work for painting and sculpture but clearly does not for AW's chosen media: film, photography and silk screen, all of which can be said to have no singular original. This is even more the case with digital images that are infinitely repeatable AND lacking in materiality. IMO this short essay is essential to any discussion of Pop Art or the current art of our time. I would like to try an on-line discussion of this essay. You can find the complete text at <marxists.org>",elaborates,"Thank you Alison for bringing this up. You are right in thinking that this essay might be useful in order to understand Warhol's use of reproductive techniques and processes. There are two sides of Benjamin's essay however. The first, which you mention, is the negative reading of mechanical reproduction, as something which de-auratizes the work, leaving it detached from tradition and historical meaning. Here is a quote from the essay in support of this: ""The authenticity of a thing is the essence of all that is transmissible from its beginning, ranging from its substantive duration to its testimony to the history which it has experienced. Since the historical testimony rests on the authenticity, the former, too, is jeopardized by reproduction when substantive duration ceases to matter. And what is really jeopardized when the historical testimony is affected is the authority of the object. One might subsume the eliminated element in the term ""aura"" and go on to say: that which withers in the age of mechanical reproduction is the aura of the work of art. This is a symptomatic process whose significance points beyond the realm of art. One might generalize by saying: the technique of reproduction detaches the reproduced object from the domain of tradition."" However Benjamin suggests that we can also see the de-auratized work as positive: something more democratic and political.He writes: ""An analysis of art in the age of mechanical reproduction must do justice to these relationships, for they lead us to an all-important insight: for the first time in world history, mechanical reproduction emancipates the work of art from its parasitical dependence on ritual. To an ever greater degree the work of art reproduced becomes the work of art designed for reproducibility. From a photographic negative, for example, one can make any number of prints; to ask for the ""authentic"" print makes no sense. But the instant the criterion of authenticity ceases to be applicable to artistic production, the total function of art is reversed. Instead of being based on ritual, it begins to be based on another practice â politics."" Can Warhol's work be read in this way? Or would you see his use of reproductive processes as something which empties the work of everything: both 'ritual' and 'politics'? Thanks for your comment Francisco, its true that these writers criticized the pop culture of their time as part of their wider criticisms of the culture industry. However, if you consult the quotations from Benjamin's ""The Work of Art in the Age of Mechanical Reproduction"" at the beginning of this thread, you will see that Benjamin's position regarding the 'aura' is enigmatic. An auratic work being one which is connected to tradition, and a de-auratized work being one which is cut from its ties to art's ritual, and which is therefore allowed to be more properly political (as it does not need to meet the demands of an art historical lineage). In your reading, how would you suggest that Benjamin was wrong about ""aura""? 
"
153,the role attributed to Andy's mother,warhol-001,7,"What about this segment of Andy's life?
 Bob Colacello: ""The last portrait Andy [Warhol] painted at the old Factory in 1974 was of his mother, Julia Warhola, who had died two years before, though Andy avoided telling anyone about it, including Jed [Johnson]. Julia had been in a Pittsburgh nursing home for nineteen months before she died... Andy had avoided mentioning that fact, too, and Jed was under strict orders not to say a word. Andy paid for the nursing home, but never visited her there. He called her every day and she begged him to come see her..."" 
http://4.bp.blogspot.com/-XpHHIDldiKE/TyR9Plwjy2I/AAAAAAAABjQ/ElcsunTlCww/s1600/mother%252Cwarhol-julia-warhola-1974%255B1%255D.jpg Warhol did this portrait of his mother, the woman probably more influenced him. The artist just simply manually tweak the background and dress, without manipulating her face. Andy's mother, Julia, tried to compensate for the loss of her husband directing his affection for his children. When Andy was a child he had a nervous disease and his mother kept him busy with creative activities: comics, books, newpapers and he discovered hollywood stars .... Coincidently, Antiques Road Show recently featured some Soup Cans signed by Warhol. The owner of the cans had known Warhol, and had asked him specifically to sign the cans. Warhol signed each of them twice for good measure. He also had also bought a Campbell Soup can poster for a few dollars. They were worth tens of thousands of dollars now. It was great seeing them. 
I'm not sure that a mom in a nursing home in Pittsburgh would rate very highly in his celebrity world. His whole persona (thinking about this at this point in my course) seems very disconnected from people that couldn't get him where he wanted to go (godfather of Pop Art).
The online article ""The Mother"": http://tissuemagazine.com/wp-content/uploads/2014/02/35_tissue03.jpg 
 I don't think Andrew Warhola would have become Andy Warhol without his mother's influence. She supported his drawing when he was a child, brought him to church (the art within the church was a great influence on his style), lettered some of his early efforts (pamphlets of art he distributed to commercial art editors and friends, even signing his name on them), and did an excellent job of smothering him with attention from his birth to her death. She would watch him sleep as a child and even as an adult - an influence on his film 'Sleep' from 1963?",elaborates,
154,Books of art,warhol-001,1,"Speaking to some French artist friend, I discovered that at the turn of the 70 practice of the art book was relatively widespread. If anyone has informations about it would be interesting to talk about.",requests,
155,Copyright,warhol-001,1,"what are the current laws against the appropiation of art in the U.S and internationally? Can a collage artist use magazine images and not get sued? are art galleries afraid of representing artists that are using appropiation due to the rise of copyright laws? 
Unless an image is in the public domain, it is protected by copyright. This applies to 2D and 3D images. Technically you are supposed to get the permission of the image's creator, even if you are using a portion of it. Sometimes it is hard to identify who that might be. This restriction includes using images on blogs, but excludes one-time use for educational purposes. The reality is, we all do it to some degree and will not likely get into trouble for this behaviour, until we become as famous as Warhol. There's a common language summary of US guidelines on copyright laws.com.
In Argentina copyright laws are really strict, since there's no such thing as ""fair use"" (which the US legislation stipulates) when it comes to visual arts. Not only a artist could get sued for making collages with copyrighted works, but they also have to pay for the use of works that are under public domain to the National Fund of Arts- in that case they're not seeking for permission, just paying some sort of tax, and the collected money is used by this institution to create art prices, scholarships, exhibitions, etc. Nevertheless, local artists are quite ill-informed on this subject, and they take the risk anyways...
That's a great question Karen. Were the copyright laws different in the 1960s? How did Warhol get away with using images of Marilyn and Elvis for example? I'm sure if I borrowed a photo of Lady Gaga or Lana Del Rey and used it for an artwork, their lawyers would be right on top of it. On the other hand, I'm sure Campbell's Soup was flattered by the free publicity. They actually released 50th anniversary momento soup cans in late 2012! They're selling for $40+ on E bay now!! How's that for weirdness!",elaborates,"Great question, to which I do not know the answer. Although I'm sure lots of us wouldn't worry too much about a large company like Campbell's having their design appropriated, how do you feel about an artist who appropriates other artists' works - like Sherrie Levine, for example? It takes on a whole different meaning. I know that in 'After Walker Evans' Levine rephotographed his photos out of a catalogue and presented them as her own work in a gallery. I agree with you though, a lot of 1980s artists were exploring the ethics of appropriation at this time and questioning the idea of the 'original' and 'ownership'. But with the Evans' photographs (of poor Americans during the great depression), and with Warhol's multiple images of celebrities, the extra question of ownership over individuals and their representation comes into play also. I think we tend to assume that celebrities have 'asked for it' by being famous, but not so much the documentary subjects of Evans photographs. That actually reminds me of an artist I saw a few years ago called Sarah Davis, who appropriated Warhol's style and painted young female celebrities getting in and out of cars flashing their underwear (remember when that was tabloid fodder for a while?) http://www.artnet.com/magazineus/reviews/robinson/robinson3-4-09_detail.asp?picnum=1"
156,Examples of early commercial work?,warhol-001,1,"Can anyone point me to examples of Warhol's early commercial work? He is an acclaimed draftsman but I find precious few examples. I would love to see his earliest work.
",resolves,
157,Who are the other notable artists who have made artworks in response to Warhol's...,warhol-001,30,"...explorations into celebrity culture? Would Cindy Sherman be one of them? Who else have contributed to the dialogue? 
I guess you could pay attention to the work of current chinese contemporaries in the Political Pop scene, such as Yue Minjun and Wang Guangyi. They use a graphical style similar to Warhol's to critique China's current emphasis on consumerist and celebrity culture. Warhol has a very broad influence on many modern day artists. http://en.wikipedia.org/wiki/Wang_Guangyi 
Takashi Murakami? Damien Hirst and Jeff Koons? 
Definitely Murakami - multiplicity of images.I wouldn't include Cindy Sherman in the same vein as Andy Warhol. Sherman wears wigs and outfits, and looks different from image to image. And none of the images are of Sherman but of the character she is playing. Sherman is quite anonymous in her images. Would you recognise her if you met her? Warhol wears more or less the same wig, more or less similar outfits, and is creating an image of Andy Warhol. I reckon, I reckon. 
I would consider Shepard Fairey to be working in a similar style to Warhol's early celebrity images. Something that I find interesting is that Warhol used to be able to ""appropriate"" images to transform into his art. When Shepard Fairey created his famous Obamam HOPE poster the news photographer who took the original image of Obama claimed it was copyright infringement. I don't think anyone could get away with using commercial images in art these days. 
George W. Bush's portraits of famous people are taken from Google Images - so there is at least one person getting away with using commercial images.Hello I think Jean-Micheel Basquiat. who had collaborated with Warhol. They will inspire each other. 
 http://www.wikipaintings.org/en/jean-michel-basquiat/philistines the images in this link are much more representative of Basquiat's work. The expressionistic qualities of his paintings as well as the subject matter (his paintings are more about his identity as a black man in an alienated world i think) is not similar to Warhol's work. John Stezaker appropriates old Hollywood PR photos to critically reexamine the cult of the celebrity. While infinitely more closely associated with Surrealism, than Pop, his strategies of collaging and appropriation examine the culture's obsession with celebrity rather than worship it a la Warhol. 
Another interesting link. I believe that there are now ethical issues with photo collage using vintage photos such as those done by John Stezaker (left). Another connection is the work of David Hockney, who is well know for photo collage (right) but that's another tangent.  After I saw the topic, I searched some articles and realized some artists who had artworks not as a response to Warhol's works besides they can be two artists who can be influenced by Warhol and I wanted to share them with you. http://www.thukralandtagra.com/1358-2/ here you can see some of their works. 
 That was totally unexpected. I like. Also chuck close. Who isn't influenced by Warhol - these days it seems sequential design is just part of the process, right? 
I have an acquaintance (San Marata) who finished second to Andy in a photography competition in 1968/69 (?) while San was living in Greenwich Village. 
Let me suggest the film Exit Through the Gift Shop, and while it is about art (mostly street artist Banksy), it is also (probably) about the creation of an artist (or ""artist"") in the person of Mister Brainwash. Who gets his 15 minutes of fame, to boot. http://www.imdb.com/title/tt1587707/?ref_=nv_sr_3 
 I totally loved that film. Had totally forgotten, that was screened on C4 some time ago. So funny and totally on par. Banksy is a legend and celeb but no one knows wtf he is! I for one, hope we never find out! On the influence of the work of Andy Warhol, the Metropolitan Museum of New York conducted an exhibition of works by the same artists and sixty more. Among the names mentioned are contemporaries of Warhol and creators of other generations as Jeff Koons, Cindy Sherman, Elizabeth Peyton, Alex Katz, Ai Weiwei, Robert Mapplethorpe, Jean Michel Basquiat. Here is the link: http://www.metmuseum.org/exhibitions/listings/2012/regarding-warhol 
 David La Chapelle with his Amanda Lepore as Andy Warhol 's Marilyn! 
  http://theinspirationroom.com/daily/2005/apple-think-different/ Hard to imagine Warhol played no influence here.",elaborates,
158,Warhol and me: a basic values difference?,warhol-001,1,"Watching the videos for the first week, I realized that part of what is challenging for me around Warhol's work boils down to a fundamental values difference between us. He seems to be captivated by not only the concept of celebrity but also the mainstream (I'm thinking of Campbell's soup, etc.). I hope to learn more in this course and figure out what interesting take he has on these concepts but so far it appears to me that he is just fueling the value of celebrity worship and the mainstream. I find this hard to get behind. I suspect that I am missing his point so I have tried to view his work through different lenses: Freudian, anthropological, etc. but if I have to work this hard to try to find an angle that says something interesting, I feel that I am likely to be putting words in his mouth, so to speak. Is his work just too ambiguous for my taste? Possibly. 
I'm glad to see that I'm not alone. I just don't ""get"" his work. It's interesting but taken individually none of his works seem particularly well done or innovative. And as a body of work I'm left thinking that it's such a waste of talent. He's a fascinating individual but he seems to just embody celebrity for its own sake. 
You are definately not alone, most people have the same problem when they come in contact with pop art, including me! So, first of all, I think a mistake most of us do, not only about Warhol and Pop Art but for art in general, is that we think based on today. It's totally normal of course, but, to comprehend the art of the past better, we should consider the circumstances at the time the work was produced. For example, the era in which Warhol started working, was post war America. The States had just started emerging dynamically after WW 2, while most of the other countries that were involved suffered great damage. Industrialization was growing RAPIDLY and money started flowing in. All this was new to the people of the country so it must have been something fascinating, the ""American Dream"". Everybody got infatuated with these new things, whether it was mass produced things or celebrities, but in reality, all it created was an illusion of fulfilment, and that's exactly what Warhol and other pop artists critisize or emancipate. For example, by multiplying pictures of Marylin Monroe -and other celebrities- he took away ALL meaning from her. He emphasized on the symbol, the icon that Hollywood had created, not the human Marylin. He said he loved all things pop, but at the same time, I believe he completely understood the emptiness of it all and that's why he liked it so much, because thanks to that, he could hide comfortably behind a persona. After all he was very shy, as far as I know. And all of this is reflected on the way he was using to make his works, screenprint, so the works looked like they were manifactured in a factory, not made by hand. As for the depth of his work, there was nothing specific. Not in the meaning of philosophical backgrounds ect, at least. I believe that in order to understand pop art, we just have to think about life and our own experiences and let go, because what's happening now in the world and pop culture, is what was happening then, multiplied by 100! And that's another mistake we often do, we try to find a meaning in everything and we get too deep in theories and histories. Sometimes a painting can be just aesthetically pleasing and I don't think it diminishes its value, we just have to see it for what it is. And pop art is all about appearance, surface and color! So that's my view, or at least part of it, since it's a huge discussion! I am by no means an expert, but I have been reading about pop art for quite a few years now so I think I could give you an idea of what it's all about. Of course, from now on it's up to you, but I would encourrage you to keep on exploring it, it's very interesting. 

 Always consider Warhol one of those people who can fully understand the time in which they were living, the hole society and the future projection of his own present. The introductory video to the theme of celebrities by Glyn Davis confirmed me this personal appreciation. Warhol understood the consumer society and gave new products to consume: new celebrities, new artworks as close to them as the products they saw on television. The very same boxes of soap that the working class could see at the supermarket. He began as a collector of portraits of famous actors and ended being acreator of new celebrities. Warhol predicted the new purpose of the twentieth-century American society, everyone wants to be famous and everyone can be famous. There is a new paradise for this society: the celebrity, hollywood, to became famous no matter what. And he also gave a new hell, the other side of the coin: murders, electric chairs and accidents. The other protagonists of his artworks and the media. 
I very much appreciate the insightful comments in this thread. You have given me a lot to think about. Maybe what is still confounding to me is judging art and its value or knowing which lens to use. I teach English (literature, writing, etc.); we choose to keep reading literature because of the universal truths it addresses - timeless issues. This is why Sophocles and Shakespeare speak to us as much today as ever - they address core human concepts that resonate well throughout time. There are some books that are quite popular today but will be completely forgotten about in 50 or 100 years (and therefore probably cannot be considered ""great literature""). They are not as I believe Ben Jonson said in the First Folio ""for all time"". Maybe I am expecting such durability as a determining criteria of highly valued art and maybe that is appropriate. Maybe viewing Warhol's work through the lens of his time and his time only is the sole appropriate lens to use and I should be looking to learn about his time, not about my own time or my own understanding. Or I can learn about his time and his it informs my own time and my own understanding of life and the human condition. Lots to think about....",elaborates,
159,Andy Warhol’s Index,warhol-001,1," I do not know how many art books Warhol realised but the book format seems particularly suited to him. n the video presentation of the curator of the library is not interested to the written text . Main story seems to be replaced by a multitude of icons of stories ( = text + image ) exploded and reassembled as the most daring layouts of magazines Still it is a narrative work. Not in the literary sense, rather as an experience the reader gets embarking on a journey through time as instantaneous perception is impossible. 
Re: The Index Book - oh my god PLAY the flexi disc please - ?!?! They must surely have ways of playing it safely and surely knowing what is on it is more important than keeping it in situ? I mean, as soon as they record what is on it they can put it back in the book. Listening to it is actually a part of the work surely? It's like hanging a painting back to front and revering it for its authorship without actually being able to see what it is.
I am so thankful to this course for the video of the Index book! It left me wondering, though, why it's never been reprinted in some sort of facsimile fashion. Perhaps Random House still owns the copyright.
I was also delighted to see this video Index invited very active and curious looking
Index would be a great book to own. I really liked the video. But I needed more time on each page. I won't be able to read it myself, so I wanted to know more of the texts. All the art was fantastic, the balloon and the acordeon and the record etc. They were all great ideas. I wish it could be re-printed! 
",elaborates,
160,Week one - Video 2 and 3 - What?,warhol-001,1,"You've not lost me, but your first week of a Warhol MOOC needs to be MORE captivating. Talking heads with bad sound quality are not captivating. Are you trying to mirror the boredom of ""sleep""? Your first video was good start however. Content was basic and POV from above was unique. BUT the last two videos, alas, like sleep, I could not finish/watch. And bet others will not either. Blame it on my attention (to bad art) deficit disorder. Understandably you probably don't have authorization from Warhol family to use images, but still recommend a faster pace, with more Warhol images. Talk more about his process, and his unique impact on the art world. 
I thought about his work and his vision...they are gorgeous I.ll hope learn more because i love and i respect coursera and its teachers
Come on, Dan. Are you really complaining that a half an hour lecture is too boring to catch your attention? This is a free course, after all. 
Yes, but other Coursera courses have set the bar really high! Take a look at Archaeology's Dirty Little Secrets for example!!!
Totally agree but the Professor, Sue Alcock, is an exceptional teacher. My favourite Coursera course as she was so engaging.I guess it's a conceptualization issue. For me, professors are not required to make the material fun in order for me to review it. I chose to take the course because I have an interest in the subject and that should be enough for me to watch a 30 minute lecture. It rubs me the wrong way when college level (or above) students imply that they should be amused in order to pay attention to the material. Sure, great professors know how to make their lectures engaging, but not every professor is capable of it. Complaining about a free course seems odd to me, and a bit entitled to tell the truth. 
I took ADLS 2014 as well; with Sue's videos, I had a grasp on what I should or should not be taking notes on. While I jotted some things down during the first video here today, I was a little lost on what to write down during the next two videos. Other than that, though, far be it from me to complain about a free course. If I don't like it, I can always un-enroll. =)
I have to agree with the negative posts. If anyone is not familiar with Warhol's associates, they would be out of luck. At least, have some titles with the spelling of the names mentioned. Of course, pics of Edie Sedgwick and others would be so much more helpful than just a quick reference to them. How about pictures from the Tate show mentioned in the interview? 
During the first week of the course i would have appreciated to have examined more in depth some historical and cultural context. I hope to get more of it during next weeks. 

And I think also not every student likes the way Sue did the video's at ADLS 2014. She was too much for me, tried to be funny all the time. But that's not a problem, that's the way she is, and I'm different.I done the Beatles course and the lecturer was fantastic. I have to say the lecturer in the second and third video is very monotonous. The topic is celebrity, The fabulous life..... the lecture could stand to be a bit more flamboyant. (sorry)
 Which is of course what I will do if the course doesn't get more provocative and interesting. I don't think we're being rude by giving our honest assessment so far. I presume the people offering the course want some honest feedback on how it's is being received. Life is way too short to be bored and there are many, many other courses available vying for my time and attention. 
Giving honest feedback and your opinion is not the same as saying that the videos are so boring as to be unwatchable and implying that if that does not change you'll drop the class, as if you were someone so important that things have to go your way or else. That's what I take issue with. By the way, that's the proverbial ""you"" and not you personally. 

And that's why I said I felt that position is entitled. If entertainment is extra, then I don't see the problem nor the need to, as you put it, protest. If, on the other hand, the problem is that the course is too basic and you already know this stuff, that's a different thing. My last MOOC had all of their videos over and done with prior to the class even starting. Working on that assumption here (and based on how Dr. Davis replied in the thread about audio quality), I will reserve judgments and critiques until the end of the course. If this is anything like the last course I took, there will be start/middle/end of course surveys for that purpose, and perhaps even a 'suggestions' thread at the conclusion.

I, too, found the videos helpful and interesting. The themes were introductory, perhaps, but I assume they will become more in-depth. I do wonder about the week three quiz and just what we should expect with that. But, I learned some things I didn't know and thought the Tate Modern assistant curator was rehearsed and stayed on topic; it didn't seem random to me at all.
I have actually played the video and then engaged with the discussion threads whilst listening as I found it more like a radio broadcast. However, I am here to learn something new and that has been achieved. I wish I knew what I had to do for the piece I have to do for assessment next week as I would like to get on with it. All the MOOCs are different The Tate Modern curator has taught me something already and I now plan to visit in the near future as I see Marilyn Diptych 1962 is displayed there. Learning for Week 1, box ticked. 
To begin I ask an apology for my grammar, because my original language is Spanish. I think the course is perfect as are introductory courses, and which passes from his biography to the profession of the basic way ... and this leads us to investigate further for ourselves
I am from South Africa, I went to a university which is regarded to be a 'top' art school in our country. I am absolutely amazed by this course, I find it engaging and super informative. To be hearing from top academics and an assistant curator of the Tate is extremely cool! I feel so priveledged that a 'free' course can offer me so much insight and from significant individuals! 
Fell asleep during second video. 
I enjoy Art History and found the talks interesting. I am sure we will learn more as the course progresses.
For me The Scottish accent is so pronounced that I could not understand the words and the product was very disappointing as a result. Fiontan speaks as if he had the Elgin Marbles in his mouth. John Breeskin",social,"A very interesting thread of discussion, with some useful feedback. Of course, the success of any MOOC is significantly affected by the building of discussions in the forums. Videos can only ever be a jumping-off point. If there are certain subjects that you feel you would like more information on, or you would like to chat about, then please start a new thread of discussion. On the videos page, the buttons next to the 'download video' option allow you to also download the subtitles in different formats, as a separate file of data. One of the other people taking the course has already built a wiki page with full transcripts for week 1: https://share.coursera.org/wiki/index.php/Warhol:Main"
161,Is Warhol great because his work forces us to question our culture?,warhol-001,1,"I have to admit, I was not very interested in Warhol's work before. I took the class so I could learn why he is such a prominent figure in the art world. Reading about him satisfies some curiosity, but interestingly enough, it is the discussions and debates that people have about his work that are more interesting to me. Is this the essence of Warhol's work? To question so called reality? 
I find Warhol interesting in so far as he is so independent and non conformist. I think he stands out like Salvador Dali as unusual and original. What is art? What are the limits? In the beginning maybe cave scratchings, then religious icons, then landscapes, then modern and pop art with a social message. what next?
 I think his work played on the vanity of the stars he 'painted' and I guess it gave him something to do. I think you are right. He had a thing about repetition. I suppose giving similar treatment to Marilyn Monroe and Campbell's Soup says something about his values.. 
 I like this chain of thought. Even in his repetition Warhol was different. He played with color and technique. I wonder if Marilyn Monroe would have had the 'staying' power without the art of Warhol? Perhaps the pop culture works both ways as far as popularity of celebrities is concerned. Whatever, his popularity has lasted 50 years and here we are studying him in a course from Scotland. Interesting. 
How much of Warhol's personna was for real and how much for effect ? Did he use bizarre aspects of his personality as a selling tool or was he genuinely eccentric ?",elaborates,
