,Title,Course,Task2.1,Categories,Post_text,Comment_text,Post_count,Comment_count
271,L21S4: wrong link to quiz solution,comparch-002,,social,"The link posted is < #URLREF#URLREF >, but I think it should be < #URLREF#URLREF >
",,1,0
272,Why doesn't BTB contain both target address and target instruction?,comparch-002,,elaborates,"Why doesn't the BTB contain both the target address and target instruction? Wouldn't this save 1 cycle if the branch is correctly predicted taken and make it truly 0 cycle penalty? The BTB as described in Professor David course contains the target address and Branch address, I guess if the current PC address matches the contents of BTB/Br address, it is defined as taken although a more complex scheme could also involve the PTH and BHR in the model of BTB. Anyway, if you draw some timing, you can see the following: BTB as in the course, i.e. No instruction target in the BTB leads to:     cycle#1         Cycle#2      Cycle#3        Cycle#4     Cycle#5 F   Br_addr         Tar_addr D                         Br_instr      Tar_instr E                                             Br_Cond        Tar_instr W                                                                                   Tar_instr This is in its simplest form a 4 stage pipelines. As you can see, in cycle#1, the PC contains the branch address, and it is compared w/ the corresponding BTB entry and if being equal => PC contents points to a branch instruction in iCache. in cycle #2 it contains the target address, in cycle#3 it reads the Target instruction out of the iCache, etc. Now considering BTB including both the instruction target and address target, and branch predicted taken:     cycle#1        Cycle#2          Cycle#3                Cycle#4 F   Br_addr       Tar_addr+4 D                       Tar_instr, Br_instr E                                              Br_Cond, Tar_instr                W                                                                          Tar_instr In cycle#1, all happens as in the previous simpler BTB case #MATH. This obviously requires more read ports on the RF, so perhaps this is good for the super-scalar 2-issue which has 4 read ports. It also implies that the Branch when in exe has its own circuitry to perform the condition and assess whether the instruction was indeed correctly predicted taken while the Target instruction is also executing its operation. The later case, finishes one cycle earlier than the case where the BTB contains only the target address. Conditional branches are usually non intrusive, therefore should not change the register file. This saves one cycle, whether it is worth, perhaps only in the case of >= 2-issues. In single pipeline, cost of adding 2 register R ports may be too high and return on investment too low when putting the average branch rate, the correctly predicted taken, the ratio of non taken v.s. taken. In case of super-scalar, the cost is minimum.",,1,0
273,Why lecture 19 third segment is not right,comparch-002,,social,"the third segment of lecture 19 is about catch coherence not about interconnected networks, so there missed a lecture about Message Passing Interface knowledge.
yes, this is correct, there was some mismatch in video lectures from last round",,2,0
274,L18S5 : In MESI protocol how does a Snoopy Cache determine if a Cache line is shared or not ( I state to E/S state ) ?,comparch-002,,resolves,"For the MESI protocol, a transition from I to S is made when there is a ""Read Miss, Shared"". Likewise, a transition from I to E is made when there is a ""Read Miss, not shared"".   The question is how does a Snoopy cache determine if a Cache line associated with a Read miss is shared or not?   - Does it keep a history of the transactions of ALL other caches #MATH.   Is there any other mechanism to determine the same, or am I missing something?
Upon read miss by P1, I would guess that all other Px will respond to the line miss request and inform P1 that this line already exists in other proc caches. So your second guess is correct. I don't think that there are other mechanisms to determine upon a missing line request that other processors have that line in their own cache.
I too think that would be the best way to deal with it. Having said that, having the Snoopy caches seem to have an adverse effect on performance. The MESI protocol would certainly help reduce the Memory bandwidth as well as the Bus broadcasts.",,3,0
275,L14S2 : Mixing non-Blocking Caches with the TLB Misses,comparch-002,,resolves,"It was mentioned during the Lecture 13/14 that in certain processor implementations, a TLB miss leads to a processor stall even as the ""Hardware Page Table Walker"" reloads the TLB with the missing entry.    During the lecture 12, the non-blocking Cache was used to reduce the miss penalty.   I suppose that it should be possible to have a non-blocking Cache co-exist with the TLB miss. That would mean stalling the processor only when data from the missed TLB entry is really used.   My question is whether it is necessary to Stall the processor pipeline in case of the first TLB miss? Am I missing something?  
Hi Yadav - I thought I replied but somehow I lost the contents. So here it is again. Issue here for TLB miss is that there may be a page fault underlying the o/s or h/w retrieving the missing page. I believe (but not 100% sure) that once the exception is handled by the os or hw, then the flow goes back to the instruction that caused this TLB miss, then reload page and update the TLB. If you let go of the instruction flow, you may commit instructions post interrupt which will put the engine in the wrong state. Those are my assumptions but again not sure, and I think this should probably be answered by Michael or David.
Hi Yadav-  Initial question was ""why can't we use non blocking when TLB miss upon a load instruction""?. I think the answer is that if TLB misses, you don't know when o.s or h/w will walk the page tables, whether you will end up w/ a page fault that will cause an exception. Under these circumstances, if you do non-blocking you may end up w/ instructions that will have been committed while an earlier instruction ( the one that caused the TLB miss) will be the source of the page fault exception. A TLB miss occurs because the page entry is not present, hence the MMU needs to access the physical memory (where the page tables reside) and retrieves the missing entry. Once this is done, the instruction re-execute and causes a data miss again and the TLB this time hits, a virtual to physical translation is being executed and cache block retrieved from physical memory and brought back into cache. Of course, you can have an early re-start so the processor can resume execution. However until then, the CPU is stalled. 
Hi Yadav - Yes, this is true, if direct mapped and non blocking load, you could have the same situation of page missing and s/w will have to reload the page from the disk drive. Not sure what would happen in that case as I think it will take an exception for the processor to initial the engine to transfer the page from disk to physical memory using a DMA. Plus if page is cacheable, Proc will need to flush out the cache lines that are dirty and mark all invalid? Anyway, I think this is beyond the question, plus not 100% sure of all of this. Sort of answering as I am writing but worth a debate.","Hi Yadav-  Initial question was ""why can't we use non blocking when TLB miss upon a load instruction""?. I think the answer is that if TLB misses, you don't know when o.s or h/w will walk the page tables, whether you will end up w/ a page fault that will cause an exception. Under these circumstances, if you do non-blocking you may end up w/ instructions that will have been committed while an earlier instruction ( the one that caused the TLB miss) will be the source of the page fault exception. A TLB miss occurs because the page entry is not present, hence the MMU needs to access the physical memory (where the page tables reside) and retrieves the missing entry. Once this is done, the instruction re-execute and causes a data miss again and the TLB this time hits, a virtual to physical translation is being executed and cache block retrieved from physical memory and brought back into cache. Of course, you can have an early re-start so the processor can resume execution. However until then, the CPU is stalled. 
",3,1
276,L20 On-Chip Networks Book Chapter,comparch-002,,elaborates,"Is it freely available or needed to be purchased online? 
",,1,0
277,L15S3 Multithreading in GPU,comparch-002,,resolves,"It was said that modern GPUs use multithreading inside a multiprocessor to hide latency when a certain SIMD lane needs to read from VRAM. What happens, if latencies are different for different lanes inside one multiprocessor (e. g., one lane hit L2$ and another missed)? Will all lanes be switched to other threads or only those stucked? If the latter, what the program counter (which is single for all the SIMD lanes) be like? 
Essentially thread scheduler in GPU is free to schedule different lanes in every clock cycle, so it doesn't really matter which lane gets selected next. GPU will be utilized as long as you've some work for it. 
That doesn't really answer the question. What is the program counter value then? Inside one thread multiprocessor you need to have the same PC for all SIMD lanes. If you schedule different lanes, essentially, you might need to execute different commands. 
>> Inside one thread multiprocessor you need to have the same PC for all SIMD lanes. If i'm not mistake, the SIMD lane is the same as warp - group of 32 threads or some other number of threads. So, you don't have to ""have the same PC for all SIMD lanes"", just same PC for all threads in warp or lane. So, perhaps each SIMD lane should have it's own instruction pointer. At least this should solve problem and it is easy to implement. PS: Hello from MSU, Peter! :) 
Nope, you get it wrong. SIMD lane is, effectively, a single thread inside a thread group. So the question, in CUDA terms, is: if ONE thread inside the thread group is stalled by a memory fetch, do ALL the threads switch to other threads with the same PC to hide this latency? If not, switching just some of the threads would result in threads having different PCs inside the same thread block. 
These 'lanes' are 'threads' in CUDA and C++ AMP terminology, and 'work items' in OpenCL terminology. You only need the same PC across these lanes/threads/items within the same 'wrap' #MATH when all threads in the wrap are completed. 
Yes. If half the group continues, other half is stalled, then by definition you have different PCs within the group, and that cannot happen...","Nope, you get it wrong. SIMD lane is, effectively, a single thread inside a thread group. So the question, in CUDA terms, is: if ONE thread inside the thread group is stalled by a memory fetch, do ALL the threads switch to other threads with the same PC to hide this latency? If not, switching just some of the threads would result in threads having different PCs inside the same thread block. 
Yes. If half the group continues, other half is stalled, then by definition you have different PCs within the group, and that cannot happen... 
",5,2
278,Victim Cache and Write Buffer,comparch-002,,elaborates,"What is the difference between a Victim Cache and a Write Buffer?I have gone through some of the contents in the internet which say sometimes write buffers are called Victim cache. I am confused with this.
Victim cache contains the dirty line that needs to be written back to the next level #MATH that matches the address of the existing line, if multi set way associative, the line contains a LRU status bit that selects it as a ""victim"". In this context, one bit mentions that the line is not up to date w/ its next level memory, hence it has been modified during code execution. Write buffer contains the consecutive store data instructions. I guess it is used for all store access types, write through-write back and no write allocate, write allocate. It is sort of temp buffer that one can use for OOO memory instructions.
Both the write buffer #MATH cache lines. These evicted lines are therefore available immediately, without the need to reload these from a slower memory level. 
",,3,0
279,MIPS? Why?,comparch-002,,resolves,As was stated in the lecture this course will focus on MIPS. Wondering - why? x86 and ARM have most of the CPU market share and therefore of interest to most of the course takers - why not concentrate on them? My personal interest would be 90% for x86 and 10% for others - will x86 be covered in detail here? Thanks,,1,0
280,L6S4 : Why keep the Instruction in the Issue Queue till the End of the pipe?,comparch-002,,resolves,"SD5 Slides 36 & 37. For the IO3 processor, why not remove the instructions from the Issue queue as soon as the Instructions are actually Issued.   Though the instructor mentions though the Instruction could be removed as soon as an Instruction is Issued, the entries in the Issue queue are Valid till end of the pipe. This makes it convenient to mark the other other pending bits as being Valid #MATH - instead the pipeline timing is derived from the scoreboard.  - The Scoreboard can by itself be used to determine what  Register is in the Writeback stage, and this information could be used to update the Pending bits in the Issue queue.    So why maintain an Instruction in the Issue queue till end of the pipe i.e the Write-back stage?",,1,0
281,Reorder buffer insertion point in pipeline diagrams,comparch-002,,resolves,"I spent a ton of time on this tiny detail, so I thought I'll share what I found.  I was trying to figure out the rule to insert something into the reorder buffer.  I think I have it now, but please correct me if I'm wrong. As explained in the lecture, we insert into the ROB from the decode stage.  Fine, sounds good.  But the pipeline diagrams (say L6S4 slide 31, the IIOI processor) showed something different.  Look at cycle 4, as an example.  Instruction 3 is in decode stage, and the top half of the slide agrees.  The lower half does not have the number 3 in the ""D"" column, probably for brevity, but the instruction is really there.  So why don't we see instruction 3 appearing in the ROB for the next cycle, cycle 5?  Why did we not insert from the decode stage, as promised? Because that would be incorrect :)  The way I see it now, is that in fact, the decode stage IS sending the insert signals towards the ROB, but since we'll stall the frontend of the pipe, we won't strobe this insert into the ROB.  If we did, then a stalled frontend would enter multiple entries into the ROB. So the precise rule is: We insert into the ROB from the decode step.  However, if we can't issue in this cycle, then (besides skipping the the strobing of the PC and the IR), we also skip the strobing of the ROB insert.  Note however, that we might still strobe an ROB remove, if the commit stage succeeds in committing something, so it's not the whole ROB clock signal that is masked, just the insert selectively. 
I agree with your assessment. Looking at Slide 31, even though the Instruction 3 ( MUL R7, R5, R6 ) has been decoded, it cannot Issue as there is a stall underway ( Instruction 2 is waiting on the result of Instruction 0 from the Y3 stage of the pipe ).    So an entry is added to the ROB buffer when the Instruction ""transitions from a Decode to Issue stage ( say on rise edge of the clock)"". From a logic point of view, the combinational logic would evaluate the entries to the ROB buffer, but the evaluated entries would not be written due to the Strobe ( perhaps derived from the Stall signal ).      You also correctly point out that the Decode stage on Cycle 4 is evaluating Instruction 3.  Also that writing to the ROB at the end of the Decode stage would be a mistake because the Instruction has not really been Issued yet - the pipe is stalled.",,2,0
282,Course Prerequisites,comparch-002,,resolves,"I haven't taken a course on computer organization before but I have taken a course where I had to study the architectures of 8086 and x86 processors. Will this in conjunction with the initial review lectures be enough? Is there anything specific I would need to know in addition to this? 
I think you have to pass a course in digital circuits, be familiar with Flip Flops,logical gates, buffers, encoders, decoders and etc. My microprocessor course of study in university does not relate to computer architecture course a lot!!!
Maybe you could touch up on caching as the professor is going to take only half a lecture reviewing it.
Could any staff recommend some reading for "" computer organization ""?",,4,0
284,L2S2,comparch-002,,resolves,I want to know two things about MIPS architecture: how is WS register in register file different from the WD register? what is this 31 fed into the multiplexer multiplexing the line for WS?,,1,0
285,L2S1: Instruction execution,comparch-002,,resolves,"During instruction execution, data transfer occurs over the bus. It is very crucial that the appropriate ""Selectors"" are enabled at the right time so that the data from the bus is collected in the right place. Each instruction typically takes several time cycles for DIFFERENT actions. Who controls enabling/disabling various selectors at different point of time for different instruction?
",,1,0
286,L5S3 : What are the advantages if any of pulling the Commit point earlier in the pipeline,comparch-002,,resolves,"Having a commit point later in the pipeline seems logical since most operations have been completed.  However, it was also pointed out that pulling the commit point earlier has been done in a few processors. Just wondering what is the advantage of having the commit point at an earlier stage in the pipeline?
On second thoughts, it could be that it helps us in situations where we have Out-of-Order Writebacks. Pulling a Commit point early in the pipeline may help in maintaining precise exceptions.  
The way I understand it, is that in the simplest case, you want every pipe #MATH to have the same number of pipeline steps.  This is a waste of time, if you have a one cycle ALU, and a four cycle multiplier: the ALU will have to be followed by three idle pipeline steps.  You have choices: you can build a true out-of-order processor, with reorder buffer and multiple register files.  Or, you can sacrifice precise exceptions. But if you dislike both of these, then pulling the commit point early is your last resort: in that case, the processor must have equal number of steps between the front and the commit point, but you can still have a varying number of steps after the commit point.  So this is a fairly simple in-order design, but you can still have a long multiply pipe.  You won't need reorder buffer or multiple register files, just a scoreboard, and you can have precise exceptions.
",,3,0
287,L7S3 : Slide 23 has a Typo,comparch-002,,resolves,"The Issue for the Instruction 3 ( ADDIU R4, R7, 1 )  should happen on Cycle 7 instead of Cycle 8 as shown in the Slide.",,1,0
288,Clarity on when exactly one does experience a structural harzard,comparch-002,,elaborates,"You experience a structural hazard when you have the same instructions or when you have different instructions in a pipeline? 
Structural hazard is experienced when different instructions are trying to use the same pipeline stage at the same time. 
Thanks. I was trying to understand the L2S3 #TIMEREF example, which reads something like this: ""A ADD instruction will initialite a fetch operation from memory while at the same time, a LW instruction is currently using the same memory resource"". This is the way I have interpreted your response. Could this be the same theory behind ""Shared memory"" ( #URLREF#URLREF ) as it relates to distributed computing?",,3,0
289,L2S2: pipelining basics,comparch-002,,resolves,"How is multicycle pipeline processor different from unpipelined processor? what i mean to say is if you don't increase the clock frequency (as said in the lecture), the time taken by the instruction to be undergo Fetch, decode and fetch, execute, memory, and  write back stage would still be the same in both multicycle pipeline and unpipelined processor.   or to say, what is the use of multicycle pipelining against the unpipelined processor when you cannot have multiple instructions in the pipe?
I think there is not much use, as you point out.  I think a pipelined processor that cannot have multiple instructions in the pipe is just a motivating example, that introduces some concepts, but it's not a practical thing.
",,2,0
290,[L6S5] Double issue pipeline diagram,comparch-002,,resolves,"I cannot understand why the double issue pipeline diagram is as in L6S5.  (This is the lower part of page 43 in the slide deck.)  I think instruction 4 (ADDIU R12,R11,1) should issue in cycle 6 together with instruction 2 (MUL R5,R1,R4), not in cycle 7 as the diagram shows. Am I missing some hazard, or is this a mistake on the slide?",,1,0
291,L3S4 - DRAM SRAM,comparch-002,,elaborates,"Hi, can someone, please, explain me carefully what DRAM and SRAM implements to store data. I don't understand this part in the videolecture. Thanks 
",,1,0
292,Accumulator Store: 1 - 5 L1S5 Machine Models,comparch-002,,resolves,"I thought that the intruction ""store"" would store bytes from register to memory. In the lecture : 1 - 5 L1S5 Machine Models (at about #TIMEREF), the diagram shows that the output, C is put back into the accumulator which is a register. However, the instruction is: ""Store C"" But C is not being stored into main memory. Where is the fallacy in this argument? thanks",,1,0
293,L3 & L4,comparch-002,,resolves,When lectures 3 and 4 will be available? It would be nice to be able to listen to them during weekend.,,1,0
294,What is the difference between register and cache?,comparch-002,,resolves,"Hello,         In the 1st lecture, I have a question. What is the difference between term ""register"" and ""cache""?         I know that physically the register and cache are quite close to CPU, but are they of the same function just call different name? By browsing the internet, I get even more confuse.         Thank you
 #URLREF#URLREF-#URLREF Registers are present inside the CPU, cache is present outside the CPU between the memory (talking logically here). Say an add is being performed on two variables in the main memory and is put back onto the main memory. First these two instructions are fetched from the memory and then put into registers. The ALU adds them up and puts it into another register. Now this is moved from the register back to the main memory. But one of the main bottlenecks is accessing the memory. You'll see some interesting numbers when you google about this. So to fasten up this, they introduce another small memory which is very near to the CPU which will contain (as a very simple example) the most frequently fetched values from the memory. Now when you want to fetch some operands from the memory to the registers you don't directly go to the memory. Instead you see first if it's in the cache and only if it is not present you go and fetch is from the memory. One advice: Not to demotivate you or something, please brush up or take a fast paced Computer Organization course, or else it'll be difficult for you. Seeing the first lecture I believe elementary things like this won't be covered well (in simple terms) in this course.

Caches are  made of registers.  There are registers used in a lot of different devices. Actually, I'll just write a wall of text here. In ""big pictures"" there are always tools that you put together to paint it. Think of Lego's. You build a spaceship with those little plastic bricks. The spaceship has a control bay. You build  that  control bay with those bricks. You build a couple more modules using those bricks; like the rocket engines, the storage bay, etc. When you put together those different modules, you build the spaceship. Effectively, you build the spaceship with those bricks. Think of the CPU as the spaceship in the above example, the final product you want to build. For this (immensely) complicated piece of machinery, you need a lot of different modules. You need a PLL to generate the clock signal, you need an ALU at the core to process (a subset of) your instructions, you probably need a GPU to be able to process the more complicated instructions, and so on. One of the tools you are going to use when building these things are registers. Basically, those are flip-flops connected in parallel that hold a stream of 1 or 0. For an 8-bit register, you lump in 8 of these flip-flops, package them as a standard circuit element and then use a copy of the same thing in whatever module you are trying to build. The above explanation of a register is very simplistic by the way. Modern day registers are stringed together in banks and they use really complicated circuitry to boost efficiency. Anyway, I tend to digress a lot. So, caches are these modules that are built using these registers.  The purpose of a cache is to store information so that its proximity to the ""core"" of the CPU can be exploited. Since your CPU spends 1/100th of the time to pull some data from a cache rather than go look for it in your harddisk, they are really useful.  Registers are the tools that are used in these caches to hold on to the data while it is waiting to be swept off its feet by the CPU. Disclaimer : The level of informality in the above text is enforced by Mr. Walker. Johnny Walker.
The cache is not necessarily on chip. Larger caches (L2, L3) could be off-chip as well as shared between multiple cores. 
Caches are not made of registers. It is just another memory type, which is slower than registers but faster than DRAM. 
My usage of registers in the above wall-of-text is a general explanation. General Purpose Registers in a CPU are specialized instances of the registers I am talking about.  Here is the wiki page.Read the last sentence of the ""Varieties of register"" section.

A very good example about computer memory is given in the following link: #URLREF#URLREF ""To see how registers, memory, and second storage all work together, let us use the analogy of making a salad. In our kitchen we have: a refrigerator where we store our vegetables for the salad; a counter where we place all of our veggies before putting them on the cutting board for chopping; a cutting board on the counter where we chop the vegetables; a recipe that details what veggies to chop; the corners of the cutting board are kept free for partially chopped piles of veggies that we intend to chop more or to mix with other partially chopped veggies. a bowl on the counter where we mix and store the salad; space in the refrigerator to put the mixed salad after it is made. The process of making the salad is then: bring the veggies from the fridge to the counter top; place some veggies on the chopping board according to the recipe; chop the veggies, possibly storing some partially chopped veggies temporarily on the corners of the cutting board; place all the veggies in the bowl to either put back in the fridge or put directly on the dinner table. The refrigerator is the equivalent of secondary #MATH."" Hope that helps. 
l1/l2 cache's are typically arrays of 6-T/8-T SRAM cells #MATH, modern processors like A15 support cache warming wherein caches are preloaded. Register files are just inefficient and donot support efficient random access arch hence them not used for Cache design.","The cache is not necessarily on chip. Larger caches (L2, L3) could be off-chip as well as shared between multiple cores.",8,2
295,data hazard or control hazard?,comparch-002,,resolves,Just an idea: What if an instruction changes the instruction that follows the modifying instruction: [$pc+4] <- some_instruction_code Is this a data hazard or a control hazard? Do modern processors really have logic protecting from this? (I assume that the processor is in some super user mode to allow such modification).,,1,0
296,Deadlock in L2S4,comparch-002,,elaborates,The prof. explains a hypothetical deadlock #MATH and vice versa simultaneously. However I cannot think of any instruction where instr  n would depend on instr n+1 its always the other way round i.e. instr n+1 depends on instr n. Maybe I am missing in understanding the deadlock situation? Anyone got this deadlock example?,,1,0
298,PS3 problem 4,comparch-002,,resolves,"Hi, I've not quite understood solution for this problem, In the iteration 1 of the solution it is still in 'Strong NT' instead it should have moved to 'Weak NT' state because 1 st branch is taken 'T'?? Can any one explain how is it done? This is how I would represent the state machine learning from the class. This doesn't match the solution given. Iteration 1 prediction/Initial outcome Mispredicts #MATH Thanks",,1,0
299,PS5 problem #9,comparch-002,,resolves,"Does anyone understand why the directory line address 4096 for P1 is set to ""share"" at time 8 and not to ""exclusive"" as I would expect? I would have expected the line to be in Exclusive {P1} state. When P1 refers to line 4100, since direct mapped cache of 4 kB, it points to block 0 w/ a tag of 4096 and offset of 4. The request is a miss, so P1 that had the line zero at block zero at time 7 has to write back the line at physical address 0 and set the line address 0 to invalid. However, block at address 0 has a new content from main memory address 4100, why is this line address of 4096 not in exclusive at this point but instead in ""share"" state although it was invalid before?
Hi Joseph,   The reason is that the Processor caches are following a MSI protocol, and not a MESI protocol.  It would have moved to an exclusive state for a MESI protocol.    You have suggested the right transitions for the MESI -  At Time 8,you have a Read miss due to the Load word for the Cache line address 4096. As you correctly point out, the Cache line is going to be evicted ( since it was reserved for Address 0 ), and then refilled with the data for 4096.   You may think of this as though the Cache line at address 4096 was initially in an Invalid state initially and then you have a read miss, therefore the transition would occur from the ""I"" to the ""S"" state as per the MSI state machine ( for a Read miss ).  If you had a Load word at time 8 for the address 0, then you would have seen the state machine to remain in ""Modified"" state. Regards, Pushkal

Hi Pushkal - I agree w/ you for the cache, but was wondering about the Directory base. Why isn't the line 4096 set as ""E"" from the directory perspective as it supports the ESU protocol? 
Since it is a Read miss on Time Slot 8, the Directory State machine shall transition to the ""Shared"" state ( Slide 16 of Slide Deck 15 ). Had it been a Write miss, it would have transitioned to the ""E"" state.
I guess, it wouldn't make any difference. purpose of the directory based system is to reduce traffic in all aspects, buses and DDR. If another proc would miss this line, I suppose the line will be delivered by the initial proc in S state under directory controller and this would be the same if the initial directory would set the same line for the initial proc to E. You are correct, I think that if the cache was in MESI, then I would suspect that the line would be set to E in directory after the initial read miss.","Since it is a Read miss on Time Slot 8, the Directory State machine shall transition to the ""Shared"" state ( Slide 16 of Slide Deck 15 ). Had it been a Write miss, it would have transitioned to the ""E"" state.",5,1
300,PS5 Pb#2 : Can we use a more generic version of the Test&Set primitive,comparch-002,,elaborates,"I am not very clear about the question. Is it expected that the Compare&Exchange instruction is made using the Test&Set as well as other generic operations. Further, the Test&Set primitive as described in the Slides compares the Memory location with a fixed value (0) and then sets the same to 1.  Somewhere in the lectures the instructor described that one can have more general versions of the Test&Set instruction where one can compare the memory to a fixed value and then set to to a different value. An example could be : GenericTest&Set (m), Rt, Rs, Rc Rt = M[m] ; If (Rt == Rc ) then M[m] = Rs    Could one use the Generic version of the Test&Set instruction along with other operations to make a Compare&Swap?",,1,0
301,PS4 Pb#4 - Designing PT for a proc 6-bit virtual address,comparch-002,,resolves,"I do not understand the page index structure as explained in the correction of the problem #4. proc. has 63 bits of virtual address #MATH only while all other indexes from 2 to 5 be on 10 bits? Ooops, cancel the above, I think there is a typo and the leaf should be on 53 to 62 which makes the 5 indexes all coded on 10 bits.  Also, 10 pages allocated to one process allow 5*8 KB max physical address space. Isn't it always true for any process page allocation?
Hi Joseph,    Let me list what I understand on this - had spent some time thinking about the number of levels and tried 3-4 different combinations.   It seems like the important hint listed in the question was ""construct a multi-level page table where the different levels of the page table naturally fit within an 8KB page"" .         Starting from the leaf level page , it takes 51 + 1 Valid + 1 Dirty + 1 Kernel + 2 reserved = 56 bits for a Single PTE.  In order to fit-in naturally , one can choose each PTE to be 64 bits.  That translates to 1024 PTE's in a Page of 8192 bytes.          In case one takes the ""non-leaf Page Tables entries"" , its shall take 51 bits to act like a pointer to the start point of a Page. These 51 bits that constitutes a Page Table pointer again would fit in nicely in 64 bits. Therefore each Page of 8 KB can contain 1K Page Table pointers and would need 10 bits in the Virtual address to point to the exact entry.      Looking at the Virtual address of 63 bits, and subtracting 13 bits for the offset, one gets 50 bits. That  would mean 5 levels.     To your question on why 63 bits of Virtual address was chosen, when the Physical address is listed as 64 bits, I am really not sure. Maybe it makes the calculation of the number of levels easier :-). Regards, Pushkal
The released solution does not answer the maximum number of pages that can be allocated to the process assuming 10 entries for the process at each level.  I suppose it is 8 KB*10*10*10*10*10 = 800 MB ( a factor of 10 for each level ).
Hi Pushkal - Thank you for your detailed response. Did not know on how to interpret "" fit-in naturally"", I guess means next power of 2.
Yes, I believe so.  I mean it shall also be natural to calculation of the Address, given a certain offset if each entry was 8 bytes rather than 7.","Yes, I believe so.  I mean it shall also be natural to calculation of the Address, given a certain offset if each entry was 8 bytes rather than 7.",4,1
302,Problem set 4 not released as of yet?,comparch-002,,social,These should have been released: PS3 Solutions Released; PS4 Released; PS 4A,,1,0
303,P3 Solutions,comparch-002,,resolves,"Promised November, 4, still not there. When should we expect them? 
I have the same question. The problem set PS4 has not been released either. Would be good if the ""Course Schedule"" page would be updated.",,2,0
304,P1-7 b c,comparch-002,,resolves,"What does 'Case A' and 'Case B' stand for in solutions for the subj? 
Looks like problem statement is not strict enough: ""information transferred on each needed new path"". It is not clear how to decide is new path needed or not. And author showed that different  reasoning will result different ""needed new path"". Case A is simple one: forward data into decode stage. ""Case B"" is full forwarding which gives better performance. 
",,2,0
305,PS2 Problem 1 : Solution Set. Can we not finish one cycle early for Full Bypassing,comparch-002,,elaborates,"Looking at the Solution set for PS2, Problem 1. If we have a Full bypass as suggested in the question,can not the Y1 stage of the Load Instruction ( LW R10, 0(R6) ) forward the data to the X0 stage for the Add instruction ( ADD R6, R9, R10  ?   If that would be the case then the last 2 Instructions in the pipeline diagram would finish one cycle early.     ADD R6, R9, R10    F D X0 X1 W   ADD R8, R10, R11  F F  D  X0 X1 W   Am I missing something?  If such is bypass is either not implemented or cannot be done, then we would have the pipeline as shown in the Solution set.",,1,0
306,P1 - 3 - 'register read and a write in the same clock cycle forwards through the register file',comparch-002,,elaborates,,,0,0
307,P1-1,comparch-002,,elaborates,"I guess I need to determine the average CPI for the loads/stores. I am assuming that the cache hit/miss rates dictate the CPI these two instructions are going to have. However, I can't convert the cycles it takes to access the cache to the effective clock cycles the instructions use. For example, a load instruction goes through, fetch, decode and execute stages. When it comes to the memory stage, it will go query the cache.  If it's a hit, it will take 1 cycle and 120 cycles if it's a miss.  In light of all this, can I assume that a load instruction with a hit will take 1 cycle to complete while one that misses will take 120? Do I disregard the previous phases (f,d,e) the instruction went through before it queried the cache? 
For load/store instructions you have to assume that 60 % of them will take 1 clock cycle to execute, the rest, so 40 % will need 120 cc. These instructions represent 34 % of total number of executed instructions.",,2,0
308,No link to final exam,comparch-002,,resolves,"Hi All, There is a link to my middle term solution in the ""Exam"" link, but no link to the final exam itself. Where is it? Thanks! 
",,1,0
309,final - problem #7 part #7b block diagram question,comparch-002,,resolves,"Students are being asked to draw a block diagram on the page itself. I do not have a scanner nor do I use drawing applications. Would it be fine to describe the block diagram in writing, using mnemonic for instance that could easily be mapped in some sort of behavioral model? Thanks in advance. 
",,1,0
310,Score unadjusted,comparch-002,,social," What is score un-adjusted?
Hi Joseph,  Not very sure - my guess is that the un-adjusted score is some kind of a weighted mean of the scores given by the peers and self.  Not very sure about the ""effective score"" as well.
Thanks Pushkal. Not  a lot of activities lately in this forum.
",,3,0
311,Question 7 right or wrong?,comparch-002,,resolves,"Here is the student answer: MUL R5, R6, R7 ADD R8, R5, R6 MUL R10, R13, R8 SUB R20, R6, R4 MUL R17, R20, R15 SW R12, 0(R10) ADDIU R21, R5, 1 Basically, his solution is exactly the correct answer EXCEPT he moved the Store instruction arounds. I find this not such a bad idea, since it gives time to the MUL instruction to process and write its result back into R10 before actually using R10. That would allow the store not to stall since R10 is instantly accessible. However, if I follow the rules, I must take 2 points from its mark because , I quote : ""Please subtract 2 points from base score if solution reorders code that does not otherwise change correctness"" What should I do? Did I misinterpret his solution? Thanks! :)",,1,0
312,When we grade the exam we should have mercy ....,comparch-002,,resolves,"Sound like the exam questions have some controversial issue .... So, I will take it easy when I grade the Mid-term .... 
",,1,0
313,Do not see much responses to issues/questions of all sorts,comparch-002,,resolves,"I have not seen much activities nor did I see responses to latest questions about exam, problem sets, etc. Perhaps due to exam corrections that is on going?
",,1,0
